Date_of_Analysis,Scrip,Exchange,Close,Daily_TF_Comment,Weekly_TF_Comment,Monthly_TF_Comment,Overall_Verdict,Buy_Sell_Reco,Score
2026-07-26 18:20,GODFRYPHLP,NSE_EQ,2129.6,"Below falling 50D, bearish stack, -9% vs 200D; mid-range","Below falling 50W, mixed stack, +18% vs 200W; mid-range","Below falling 20M, bullish stack, +22% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.9
2026-07-26 18:20,BDL,NSE_EQ,1243.0,"Below falling 50D, bearish stack, -9% vs 200D; mid-range","Below falling 50W, mixed stack, +13% vs 200W; mid-range","Below falling 20M, bullish stack, +16% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.9
2026-07-26 18:20,COCHINSHIP,NSE_EQ,1392.4,"Below falling 50D, bearish stack, -10% vs 200D; mid-range","Below falling 50W, mixed stack, +11% vs 200W; mid-range","Below falling 20M, bullish stack, +15% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.9
2026-07-26 18:20,IOC,NSE_EQ,138.47,"Below falling 50D, bearish stack, -7% vs 200D; mid-range","Below falling 50W, mixed stack, +4% vs 200W; near lows","Below falling 20M, bullish stack, +6% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.9
2026-07-26 18:20,KOTAKBANK,NSE_EQ,384.75,"Below falling 50D, bearish stack, -3% vs 200D; mid-range","Below falling 50W, mixed stack, +1% vs 200W; mid-range","Below falling 20M, bullish stack, +3% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-6.9
2026-07-26 18:20,ASTRAL,NSE_EQ,1468.1,"Above falling 50D, bearish stack, -2% vs 200D; mid-range","Below falling 50W, bearish stack, -5% vs 200W; mid-range","Below falling 20M, mixed stack, -4% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-7.5
2026-07-26 18:20,HAVELLS,NSE_EQ,1226.9,"Above falling 50D, bearish stack, -7% vs 200D; mid-range","Below falling 50W, bearish stack, -11% vs 200W; mid-range","Below falling 20M, mixed stack, -10% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-7.5
2026-07-26 18:20,CONCOR,NSE_EQ,477.55,"Below rising 50D, mixed stack, -5% vs 200D; mid-range","Below falling 50W, bearish stack, -15% vs 200W; mid-range","Below falling 20M, bearish stack, -14% vs 50M; mid-range","LT(M) down, Wkly down, Daily flat — mixed signals — no clean edge.",SELL / AVOID,-7.8
2026-07-26 18:20,UPL,NSE_EQ,602.45,"Below falling 50D, bearish stack, -7% vs 200D; mid-range","Below falling 50W, mixed stack, -4% vs 200W; near lows","Below falling 20M, mixed stack, -3% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,HDFCBANK,NSE_EQ,742.8,"Below falling 50D, bearish stack, -12% vs 200D; near lows","Below falling 50W, mixed stack, -11% vs 200W; near lows","Below falling 20M, mixed stack, -10% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,HDFCLIFE,NSE_EQ,555.05,"Below falling 50D, bearish stack, -14% vs 200D; near lows","Below falling 50W, mixed stack, -15% vs 200W; near lows","Below falling 20M, mixed stack, -14% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,IRFC,NSE_EQ,87.62,"Below falling 50D, bearish stack, -18% vs 200D; near lows","Below falling 50W, mixed stack, -15% vs 200W; near lows","Below falling 20M, mixed stack, -12% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,IREDA,NSE_EQ,120.48,"Below falling 50D, bearish stack, -10% vs 200D; mid-range","Below falling 50W, mixed stack, -9% vs 200W; mid-range","Below falling 20M, mixed stack, -8% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,PETRONET,NSE_EQ,274.7,"Below falling 50D, bearish stack, -2% vs 200D; mid-range","Below falling 50W, mixed stack, +0% vs 200W; mid-range","Below falling 20M, mixed stack, +1% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,VMM,NSE_EQ,108.04,"Below falling 50D, bearish stack, -11% vs 200D; mid-range","Below falling 50W, mixed stack, -5% vs 200W; mid-range","Below falling 20M, mixed stack, -7% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,PATANJALI,NSE_EQ,340.95,"Below falling 50D, bearish stack, -29% vs 200D; near lows","Below falling 50W, mixed stack, -29% vs 200W; near lows","Below falling 20M, mixed stack, -27% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,RELIANCE,NSE_EQ,1278.0,"Below falling 50D, bearish stack, -7% vs 200D; near lows","Below falling 50W, mixed stack, -1% vs 200W; near lows","Below falling 20M, mixed stack, -0% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,ICICIGI,NSE_EQ,1661.8,"Below falling 50D, bearish stack, -9% vs 200D; near lows","Below falling 50W, mixed stack, -2% vs 200W; near lows","Below falling 20M, mixed stack, -0% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,KAYNES,NSE_EQ,3176.2,"Below falling 50D, bearish stack, -22% vs 200D; mid-range","Below falling 50W, mixed stack, -15% vs 200W; near lows","Below falling 20M, mixed stack, -12% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,RVNL,NSE_EQ,224.53,"Below falling 50D, bearish stack, -22% vs 200D; near lows","Below falling 50W, mixed stack, -17% vs 200W; near lows","Below falling 20M, mixed stack, -15% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.2
2026-07-26 18:20,SWIGGY,NSE_EQ,251.42,"Below rising 50D, bearish stack, -18% vs 200D; mid-range","Below falling 50W, bearish stack, -34% vs 200W; near lows","Below falling 20M, bearish stack, -37% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.8
2026-07-26 18:20,IEX,NSE_EQ,124.26,"Above falling 50D, bearish stack, -6% vs 200D; mid-range","Below falling 50W, bearish stack, -16% vs 200W; near lows","Below falling 20M, bearish stack, -14% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.8
2026-07-26 18:20,SBICARD,NSE_EQ,618.75,"Below rising 50D, bearish stack, -13% vs 200D; mid-range","Below falling 50W, bearish stack, -21% vs 200W; near lows","Below falling 20M, bearish stack, -20% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-8.8
2026-07-26 18:20,PIIND,NSE_EQ,2731.2,"Below falling 50D, bearish stack, -11% vs 200D; mid-range","Below falling 50W, bearish stack, -17% vs 200W; near lows","Below falling 20M, mixed stack, -16% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-9.5
2026-07-26 18:20,AMBUJACEM,NSE_EQ,425.15,"Below falling 50D, bearish stack, -11% vs 200D; mid-range","Below falling 50W, bearish stack, -13% vs 200W; near lows","Below falling 20M, mixed stack, -12% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-9.5
2026-07-26 18:20,TMPV,NSE_EQ,323.8,"Below falling 50D, bearish stack, -12% vs 200D; mid-range","Below falling 50W, bearish stack, -16% vs 200W; mid-range","Below falling 20M, mixed stack, -14% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-9.5
2026-07-26 18:20,ICICIPRULI,NSE_EQ,500.55,"Below falling 50D, bearish stack, -11% vs 200D; mid-range","Below falling 50W, bearish stack, -13% vs 200W; mid-range","Below falling 20M, mixed stack, -12% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-9.5
2026-07-26 18:20,INOXWIND,NSE_EQ,76.97,"Below falling 50D, bearish stack, -28% vs 200D; near lows","Below falling 50W, bearish stack, -30% vs 200W; near lows","Below falling 20M, mixed stack, -28% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-9.5
2026-07-26 18:20,DABUR,NSE_EQ,423.2,"Below falling 50D, bearish stack, -9% vs 200D; near lows","Below falling 50W, bearish stack, -17% vs 200W; near lows","Below falling 20M, bearish stack, -16% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,CROMPTON,NSE_EQ,250.15,"Below falling 50D, bearish stack, -9% vs 200D; mid-range","Below falling 50W, bearish stack, -21% vs 200W; mid-range","Below falling 20M, bearish stack, -20% vs 50M; mid-range","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,JIOFIN,NSE_EQ,234.71,"Below falling 50D, bearish stack, -9% vs 200D; near lows","Below falling 50W, bearish stack, -12% vs 200W; near lows","Below falling 20M, bearish stack, -12% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,ITC,NSE_EQ,283.45,"Below falling 50D, bearish stack, -14% vs 200D; near lows","Below falling 50W, bearish stack, -22% vs 200W; near lows","Below falling 20M, bearish stack, -21% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,INFY,NSE_EQ,1040.9,"Below falling 50D, bearish stack, -20% vs 200D; mid-range","Below falling 50W, bearish stack, -29% vs 200W; near lows","Below falling 20M, bearish stack, -27% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,HINDUNILVR,NSE_EQ,2145.0,"Below falling 50D, bearish stack, -5% vs 200D; near lows","Below falling 50W, bearish stack, -8% vs 200W; near lows","Below falling 20M, bearish stack, -7% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,JUBLFOOD,NSE_EQ,418.25,"Below falling 50D, bearish stack, -16% vs 200D; near lows","Below falling 50W, bearish stack, -23% vs 200W; near lows","Below falling 20M, bearish stack, -23% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,KPITTECH,NSE_EQ,583.2,"Below falling 50D, bearish stack, -33% vs 200D; mid-range","Below falling 50W, bearish stack, -43% vs 200W; mid-range","Below falling 20M, bearish stack, -42% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,TATAELXSI,NSE_EQ,3538.0,"Below falling 50D, bearish stack, -23% vs 200D; near lows","Below falling 50W, bearish stack, -37% vs 200W; near lows","Below falling 20M, bearish stack, -36% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
2026-07-26 18:20,WIPRO,NSE_EQ,177.12,"Below falling 50D, bearish stack, -16% vs 200D; near lows","Below falling 50W, bearish stack, -23% vs 200W; near lows","Below falling 20M, bearish stack, -22% vs 50M; near lows","LT(M) down, Wkly down, Daily down — aligned downtrend — avoid longs.",SELL / AVOID,-10.8
